item_num,rep,ppt,word,f0,f1,f2,duration,ipa,arpa,onset,offset,environment,real_word,age,years_uni,sex,ethnicity,birthplace,home_state,years_lived_hi,L1,exposure_langs_yn,exposure_langs,age_learned_en,speak_other
12,2,P104,pet,89.86,657.5405089,2074.092721,380,ɛ,EH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
12,3,P104,pet,91.3,674.5496162,2233.724221,380,ɛ,EH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
13,1,P104,bead,90.08,265.2603631,2402.905486,440,i,IY,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
13,2,P104,bead,89.28,220.7769583,2480.619781,430,i,IY,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
13,3,P104,bead,90.88,236.164118,2395.289657,440,i,IY,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
14,1,P104,beat,87.99,245.1573211,2442.431264,430,i,IY,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
14,2,P104,beat,NA,236.0770821,2499.235718,440,i,IY,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
14,3,P104,beat,93.73,1867.392053,2760.456857,360,i,IY,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
15,1,P104,peat,112.62,242.1544037,2519.073783,300,i,IY,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
15,2,P104,peat,110.63,264.132855,2368.72524,430,i,IY,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
15,3,P104,peat,113.39,246.1092617,2171.53559,410,i,IY,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
16,1,P104,peed,97.36,216.815627,2483.819752,520,i,IY,voiceless,voiced,voiceless_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
16,2,P104,peed,89.11,225.5948221,2500.741522,480,i,IY,voiceless,voiced,voiceless_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
16,3,P104,peed,116.91,233.8245564,2638.937293,390,i,IY,voiceless,voiced,voiceless_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
17,1,P104,bid,91.93,349.423551,2240.860808,480,ɪ,IH,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
17,2,P104,bid,89.26,400.1854177,2239.764351,570,ɪ,IH,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
17,3,P104,bid,87.23,385.814542,2203.573696,480,ɪ,IH,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
18,1,P104,bit,86.28,525.1655576,1974.885678,390,ɪ,IH,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
18,2,P104,bit,84.98,1795.31272,2623.369132,380,ɪ,IH,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
18,3,P104,bit,102.84,415.012081,2118.960233,230,ɪ,IH,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
19,1,P104,pid,94.96,374.2893514,2259.408914,500,ɪ,IH,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
19,2,P104,pid,113.79,257.2923147,2297.302773,360,ɪ,IH,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
19,3,P104,pid,96.24,355.603487,2401.849398,270,ɪ,IH,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
20,1,P104,pit,NA,2178.833009,2833.510069,400,ɪ,IH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
20,2,P104,pit,97.03,819.8288554,2072.889859,310,ɪ,IH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
20,3,P104,pit,103.87,651.7551235,2287.025049,390,ɪ,IH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
21,1,P104,boat,88.38,501.3483029,838.7477772,400,o,OW,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
21,2,P104,boat,84.38,461.2481944,777.9224159,480,o,OW,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
21,3,P104,boat,83.9,502.9611355,819.8818149,370,o,OW,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
22,1,P104,bode,100.99,481.6692298,765.6735767,440,o,OW,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
22,2,P104,bode,82.83,416.714922,856.6942334,560,o,OW,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
22,3,P104,bode,85.59,462.879345,825.1918495,400,o,OW,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
23,1,P104,poat,96.9,433.4591232,798.4357515,430,o,OW,voiceless,voiceless,voiceless_voiceless,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
23,2,P104,poat,94.28,459.5434735,809.0203049,440,o,OW,voiceless,voiceless,voiceless_voiceless,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
23,3,P104,poat,97.52,448.9679559,830.4150149,440,o,OW,voiceless,voiceless,voiceless_voiceless,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
24,1,P104,pode,94.97,440.8378658,854.509029,490,o,OW,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
24,2,P104,pode,87.94,440.1470203,818.5151218,470,o,OW,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
24,3,P104,pode,83.39,439.484039,777.0726331,440,o,OW,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
25,1,P104,booed,91.44,293.6611313,906.3067005,440,u,UW,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
25,2,P104,booed,105.31,307.6903545,803.180624,410,u,UW,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
25,3,P104,booed,101.5,295.5655527,893.0638612,420,u,UW,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
26,1,P104,boot,98.71,318.3292533,1656.716584,500,u,UW,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
26,2,P104,boot,89.93,341.1454395,1186.047255,420,u,UW,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
26,3,P104,boot,89.37,360.1352098,876.6992636,390,u,UW,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
27,1,P104,pooed,100.93,294.2589162,983.10342,560,u,UW,voiceless,voiced,voiceless_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
27,2,P104,pooed,102.71,330.6759959,2534.522176,390,u,UW,voiceless,voiced,voiceless_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
27,3,P104,pooed,91.56,260.7221943,2460.522284,390,u,UW,voiceless,voiced,voiceless_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
28,1,P104,poot,107.08,1113.624222,1287.233394,440,u,UW,voiceless,voiceless,voiceless_voiceless,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
28,2,P104,poot,109.57,295.5599255,1016.528895,460,u,UW,voiceless,voiceless,voiceless_voiceless,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
28,3,P104,poot,105.14,273.0021154,1146.924586,430,u,UW,voiceless,voiceless,voiceless_voiceless,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
29,1,P104,bud,86.15,571.9487668,1301.026157,520,ʌ,AH,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
29,2,P104,bud,79.93,572.6330431,1240.512814,390,ʌ,AH,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
29,3,P104,bud,86.1,550.6158578,1219.875986,470,ʌ,AH,voiced,voiced,voiced_voiced,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
30,1,P104,but,85.54,599.1000294,1114.682422,400,ʌ,AH,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
30,2,P104,but,114.08,612.354671,1076.231859,460,ʌ,AH,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
30,3,P104,but,85.26,599.0480832,781.7977259,380,ʌ,AH,voiced,voiceless,voiced_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
31,1,P104,pud,81.9,573.3615484,1209.153623,450,ʌ,AH,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
31,2,P104,pud,95.69,576.4423269,1202.178277,460,ʌ,AH,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
31,3,P104,pud,89.22,589.3256522,1339.554587,510,ʌ,AH,voiceless,voiced,voiceless_voiced,notreal,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
32,1,P104,putt,NA,1303.603993,2697.645244,400,ʌ,AH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
32,2,P104,putt,87.9,1217.031115,2199.842085,410,ʌ,AH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
32,3,P104,putt,88.34,979.469825,1465.406582,370,ʌ,AH,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
33,1,P104,cot,NA,731.273555,1130.206487,390,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
33,2,P104,cot,86.06,743.9419475,1133.277023,440,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
33,3,P104,cot,NA,1037.277879,2613.001156,410,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
34,1,P104,caught,87.86,840.5812603,874.7764611,490,ɔ,AO,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
34,2,P104,caught,85.54,736.4620402,1054.756495,410,ɔ,AO,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
34,3,P104,caught,NA,899.0956903,2367.710847,380,ɔ,AO,voiceless,voiceless,voiceless_voiceless,real,42,3.75,Male,Hawaiian,HI,HI,Lifetime,English,yes,Multiple,0,Multiple
16,1,P105,peed,225.24,236.8254111,2660.359832,310,i,IY,voiceless,voiced,voiceless_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
23,1,P105,poat,222.67,592.4556822,1345.108918,330,o,OW,voiceless,voiceless,voiceless_voiceless,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
33,1,P105,cot,168.9,715.2140403,1151.901936,390,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
6,1,P105,bot,194.32,854.2821222,1205.530876,350,ɑ,AA,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
27,1,P105,pooed,203.13,330.4414894,1467.167536,340,u,UW,voiceless,voiced,voiceless_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
1,1,P105,bad,192.6,922.7591218,1643.747664,280,æ,AE,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
19,1,P105,pid,202.8,738.516102,2423.77488,280,ɪ,IH,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
13,1,P105,bead,200.89,371.0607267,2634.996078,190,i,IY,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
7,1,P105,pod,189.81,892.0075876,1201.793541,360,ɑ,AA,voiceless,voiced,voiceless_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
34,1,P105,caught,193.94,718.4878572,1196.721547,370,ɔ,AO,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
13,2,P105,bead,200.52,353.4844111,2615.011437,280,i,IY,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
27,2,P105,pooed,200.64,385.4072964,1556.191202,310,u,UW,voiceless,voiced,voiceless_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
28,1,P105,poot,213.89,517.4326664,1718.223679,530,u,UW,voiceless,voiceless,voiceless_voiceless,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
2,1,P105,bat,195.28,979.0888945,1548.665495,310,æ,AE,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
10,1,P105,bet,194.39,663.107918,1921.698594,340,ɛ,EH,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
4,1,P105,pat,196.2,968.6884206,1524.527077,390,æ,AE,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
32,1,P105,putt,200.93,684.6134204,1476.982238,380,ʌ,AH,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
2,2,P105,bat,191.92,944.1398406,1793.996803,320,æ,AE,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
9,1,P105,bed,196.73,631.6627112,1856.543981,250,ɛ,EH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
18,1,P105,bit,190.53,583.3107847,2129.810614,310,ɪ,IH,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
3,1,P105,pad,191.1,1064.852941,1646.297096,450,æ,AE,voiceless,voiced,voiceless_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
23,2,P105,poat,200.46,620.3010403,1431.810531,480,o,OW,voiceless,voiceless,voiceless_voiceless,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
25,1,P105,booed,193.84,389.8487129,1374.582866,320,u,UW,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
9,2,P105,bed,219.41,636.7621236,1842.7137520000001,290,ɛ,EH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
27,3,P105,pooed,198.3,242.5269692,1594.235789,330,u,UW,voiceless,voiced,voiceless_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
33,2,P105,cot,104.38,1025.852714,1623.65696,340,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
8,1,P105,pot,198.03,1152.070907,1281.063295,350,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
30,1,P105,but,194.71,736.3188351,1375.601761,330,ʌ,AH,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
15,1,P105,peat,213.7,337.5317244,2683.182261,280,i,IY,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
34,2,P105,caught,249.79,695.5932101,1270.423633,350,ɔ,AO,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
34,3,P105,caught,204.26,511.7047203,1191.925463,320,ɔ,AO,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
24,1,P105,pode,205.23,868.4087839,1386.771749,350,o,OW,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
15,2,P105,peat,343.79,304.8425503,2725.517889,360,i,IY,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
1,2,P105,bad,148.62,973.4267819,1563.527059,290,æ,AE,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
14,1,P105,beat,230.92,349.308563,2712.270462,280,i,IY,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
18,2,P105,bit,191.63,553.4923345,2100.414824,310,ɪ,IH,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
24,2,P105,pode,197.74,774.7480098,1470.299478,360,o,OW,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
8,2,P105,pot,226.25,714.2472325,1565.879275,490,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
4,2,P105,pat,264.16,1171.337757,1608.281192,340,æ,AE,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
21,1,P105,boat,200.14,617.7768837,1311.275474,330,o,OW,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
5,1,P105,bod,194.58,806.013675,1189.246818,380,ɑ,AA,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
30,2,P105,but,188.59,710.4254707,1348.33585,320,ʌ,AH,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
19,2,P105,pid,196.8,807.9258988,2379.520578,350,ɪ,IH,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
14,2,P105,beat,183.94,331.5135394,2657.029758,320,i,IY,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
17,1,P105,bid,187.44,493.4211609,2181.598317,310,ɪ,IH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
22,1,P105,bode,192.48,576.8610738,1268.929068,350,o,OW,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
28,2,P105,poot,268.29,395.4190261,1485.780918,360,u,UW,voiceless,voiceless,voiceless_voiceless,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
15,3,P105,peat,210.04,288.9010115,2608.762349,350,i,IY,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
1,3,P105,bad,187.27,957.3786208,1630.258264,320,æ,AE,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
29,1,P105,bud,191.2,671.7136043,1386.593044,310,ʌ,AH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
5,2,P105,bod,192.39,781.8417121,1287.473166,380,ɑ,AA,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
28,3,P105,poot,242.32,419.8488873,1547.573438,370,u,UW,voiceless,voiceless,voiceless_voiceless,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
11,1,P105,ped,NA,743.221115,1909.965252,193.39,ɛ,EH,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
33,3,P105,cot,199.82,584.2982649,1230.502744,360,ɑ,AA,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
9,3,P105,bed,190.61,730.0135494,1872.056553,330,ɛ,EH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
31,1,P105,pud,197.66,861.5589317,1579.044838,370,ʌ,AH,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
22,2,P105,bode,191.71,571.28592,1273.789133,370,o,OW,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
29,2,P105,bud,150.61,500.3827168,1412.946185,310,ʌ,AH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
6,2,P105,bot,187.06,857.9106465,1238.218436,400,ɑ,AA,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
26,1,P105,boot,185.74,407.7887389,1423.020477,370,u,UW,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
12,1,P105,pet,203.79,915.200611,1904.578945,380,ɛ,EH,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
24,3,P105,pode,195.96,742.3106303,1442.545802,390,o,OW,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
18,3,P105,bit,203.74,581.1975548,2101.175525,340,ɪ,IH,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
26,2,P105,boot,251.25,410.3457537,1584.83205,340,u,UW,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
31,2,P105,pud,198.25,1032.898628,1568.931948,310,ʌ,AH,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
2,3,P105,bat,189.62,904.4531931,1690.256387,330,æ,AE,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
29,3,P105,bud,193.37,632.7114673,1352.557336,300,ʌ,AH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
10,2,P105,bet,192.14,590.2991681,1715.367088,280,ɛ,EH,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
17,2,P105,bid,200.96,589.185143,2130.399204,320,ɪ,IH,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
31,3,P105,pud,197.3,1011.022624,1597.525692,340,ʌ,AH,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
6,3,P105,bot,190.26,845.9118074,1228.059068,380,ɑ,AA,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
12,2,P105,pet,196.78,1020.411661,2338.155364,320,ɛ,EH,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
13,3,P105,bead,199.48,374.9623585,2610.412194,330,i,IY,voiced,voiced,voiced_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
20,1,P105,pit,214.18,764.2502986,2183.058805,320,ɪ,IH,voiceless,voiceless,voiceless_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
11,2,P105,ped,202.81,685.4483367,1765.308277,217.78,ɛ,EH,voiceless,voiced,voiceless_voiced,notreal,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
7,2,P105,pod,196.2,393.6354947,1578.14222,460,ɑ,AA,voiceless,voiced,voiceless_voiced,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
21,2,P105,boat,180.62,575.2326467,1299.052067,340,o,OW,voiced,voiceless,voiced_voiceless,real,21,2.5,Female,White,PA,PA,0to5y,English,no,NA,0,Spanish
